"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle","attack_angle","attack_direction","swing_path_tilt","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
"FS","2025-05-23","92.7","-2.62","5.7","Skenes, Paul",686217,694973,"field_out","hit_into_play",,,,,7,"Sal Frelick grounds out, second baseman Adam Frazier to first baseman Spencer Horwitz.","R","L","R","PIT","MIL","X",4,"ground_ball",1,1,2025,"-1.08","-0.36","-0.47","1.71",592885,656555,,2,6,"Top",144.72,150.16,,,,,7.904261611642933,-134.78445140324075,-3.5584657259172623,-14.956658381756224,31.624163687709633,-35.94281103269576,"3.12","1.43",120,"87.1",8,"93",1747,"6.7",777806,680779,687462,624428,663647,643396,672744,665833,668804,"53.79",0.48,0.452,"0",1,0,0,4,47,3,"Split-Finger",2,1,1,2,1,2,1,2,"Standard","Standard",246,"0.097","-0.269","65.9","8.0",0.542,"0.269","88.0",1,-1,"0.649","0.351",23,25,23,25,3,2,5,1,5,1,"3.04","1.08","-1.08","26.9",12.116059193496229,-10.68108058787006,27.95780341411343,40.478674544038775,31.974774026014295
"FF","2025-05-23","98","-2.56","5.65","Skenes, Paul",686217,694973,,"ball",,,,,12,"Sal Frelick grounds out, second baseman Adam Frazier to first baseman Spencer Horwitz.","R","L","R","PIT","MIL","B",,,0,1,2025,"-1.29","0.95","1.37","2.42",592885,656555,,2,6,"Top",,,,,,,13.649394247630283,-141.97353230982773,-5.376850349996815,-20.804502754888727,35.872085469451484,-18.20000021109265,"2.96","1.42",,,,"97.9",2264,"6.7",777806,680779,687462,624428,663647,643396,672744,665833,668804,"53.78",,,,,,,,47,2,"4-Seam Fastball",2,1,1,2,1,2,1,2,"Standard","Standard",240,"0","-0.005",,,,"0.005",,1,-1,"0.649","0.351",23,25,23,25,3,2,5,1,5,1,"1.47","1.29","-1.29","23.2",,,,,
"FS","2025-05-23","93.3","-2.61","5.63","Skenes, Paul",686217,694973,,"foul",,,,,8,"Sal Frelick grounds out, second baseman Adam Frazier to first baseman Spencer Horwitz.","R","L","R","PIT","MIL","S",,,0,0,2025,"-0.96","-0.19","0.15","1.54",592885,656555,,2,6,"Top",,,,,,,9.273001801250237,-135.62542529650432,-4.394258641000528,-13.787219182942316,28.46525033247069,-33.74372728910271,"3.12","1.43",2,"69.6",-34,"94.1",1589,"6.7",777806,680779,687462,624428,663647,643396,672744,665833,668804,"53.78",,,,,,,,47,1,"Split-Finger",2,1,1,2,1,2,1,2,"Standard","Standard",256,"0","-0.034","71.7","7.7",,"0.034","88.0",1,-1,"0.649","0.351",23,25,23,25,3,2,5,1,5,1,"2.8","0.96","-0.96","23.6",10.388827758026808,-10.49262739929202,32.264072910489006,32.837814970841265,30.736794301211358
"SL","2025-05-23","84.7","-2.16","5.62","Skenes, Paul",656555,694973,"single","hit_into_play",,,,,5,"Rhys Hoskins singles on a line drive to center fielder Oneil Cruz. Jackson Chourio scores. Christian Yelich to 3rd. Rhys Hoskins to 2nd. Rhys Hoskins advances to 2nd, on a throwing error by center fielder Oneil Cruz.","R","R","R","PIT","MIL","X",8,"line_drive",0,0,2025,"0.31","0.86","0.02","2.47",694192,,592885,2,6,"Top",105.97,90.89,,,,,4.497104004730806,-123.20998452870334,-2.727672607717695,2.2498313559360774,25.39301915755133,-23.108069026999747,"3.42","1.58",275,"83.1",24,"85",2316,"6.6",777806,680779,687462,624428,663647,643396,672744,665833,668804,"53.92",0.306,0.275,"0.9",1,1,0,3,46,1,"Slider",2,0,0,2,1,2,1,2,"Standard","Standard",105,"-0.139","0.624","63.5","7.9",0.359,"-0.624","88.0",2,-2,"0.788","0.212",23,32,23,32,3,2,5,1,5,1,"2.33","-0.31","-0.31","23.6",10.268922899007785,-4.193137410553714,29.74545268358701,36.75721619095438,29.504430382450174
"FF","2025-05-23","96.7","-2.6","5.67","Skenes, Paul",592885,694973,"single","hit_into_play",,,,,4,"Christian Yelich singles on a ground ball to center fielder Oneil Cruz. Jackson Chourio to 3rd.","R","L","R","PIT","MIL","X",8,"ground_ball",0,0,2025,"-1.21","0.91","-0.42","2.38",,,694192,2,6,"Top",129.01,88.85,,,,,8.645954016105922,-140.47491392674502,-5.25535665817346,-18.077955259921378,34.3973045462755,-19.058137885082598,"3.47","1.75",15,"97.2",-8,"97.1",2182,"6.8",777806,680779,687462,624428,663647,643396,672744,665833,668804,"53.7",0.214,0.234,"0.9",1,1,0,2,45,1,"4-Seam Fastball",2,0,0,2,0,2,0,2,"Standard","Standard",240,"-0.034","0.349","69.5","7.1",0.259,"-0.349","97.2",2,-2,"0.822","0.178",23,33,23,34,3,2,5,1,5,1,"1.55","1.21","-1.21","25.8",8.27881696134962,16.220909939819656,34.95513465669229,40.67987581303676,24.320379335947226
"FF","2025-05-23","97.6","-2.03","5.64","Skenes, Paul",661388,694973,"strikeout","called_strike",,,,,9,"William Contreras called out on strikes.","R","R","R","PIT","MIL","S",2,,2,2,2025,"-1.13","0.92","0.43","1.94",,,694192,1,6,"Top",,,,,,,9.271756343988338,-141.7356123695777,-6.569046130178536,-17.373943888345043,33.62823386990395,-18.44673459342562,"3.28","1.7",,,,"98",2171,"6.7",777806,680779,687462,624428,663647,643396,672744,665833,668804,"53.76",,0,"0",1,0,0,,44,5,"4-Seam Fastball",2,0,0,2,0,2,0,2,"Standard","Standard",238,"0.039","-0.222",,,,"0.222",,2,-2,"0.783","0.217",23,27,23,28,3,2,5,1,5,1,"1.49","1.13","1.13","28.1",,,,,
"ST","2025-05-23","85.4","-2.1","5.46","Skenes, Paul",661388,694973,,"swinging_strike",,,,,14,"William Contreras called out on strikes.","R","R","R","PIT","MIL","S",,,2,1,2025,"0.78","0.31","1.3","0.66",,,694192,1,6,"Top",,,,,,,6.494783627376748,-124.00782427552113,-5.550392226577229,6.346016697870278,29.49747206884552,-27.883832350403935,"3.35","1.6",,,,"85.6",2382,"6.9",777806,680779,687462,624428,663647,643396,672744,665833,668804,"53.56",,,,,,,,44,4,"Sweeper",2,0,0,2,0,2,0,2,"Standard","Standard",116,"0","-0.078","37.2","7.4",,"0.078",,2,-2,"0.783","0.217",23,27,23,28,3,2,5,1,5,1,"2.87","-0.78","-0.78","24.6",19.80642135878744,2.6769831028940514,29.64539267366528,53.705284710981076,36.81757426079582
"FS","2025-05-23","93.3","-2.05","5.64","Skenes, Paul",661388,694973,,"ball",,,,,14,"William Contreras called out on strikes.","R","R","R","PIT","MIL","B",,,1,1,2025,"-1.16","-0.01","0.72","1.49",,,694192,1,6,"Top",,,,,,,9.779130383877131,-135.51927517497023,-4.921255817817107,-16.4616146246251,28.99813471747643,-31.34102251521424,"3.42","1.72",,,,"94.1",1685,"6.8",777806,680779,687462,624428,663647,643396,672744,665833,668804,"53.69",,,,,,,,44,3,"Split-Finger",2,0,0,2,0,2,0,2,"Standard","Standard",247,"0","0.064",,,,"-0.064",,2,-2,"0.783","0.217",23,27,23,28,3,2,5,1,5,1,"2.63","1.16","1.16","27.1",,,,,
"FF","2025-05-23","98","-1.98","5.66","Skenes, Paul",661388,694973,,"ball",,,,,14,"William Contreras called out on strikes.","R","R","R","PIT","MIL","B",,,0,1,2025,"-1.3","0.98","1.65","2.04",,,694192,1,6,"Top",,,,,,,12.849771332851184,-141.97411069392209,-6.536874173188174,-20.545561711185854,33.46294714639259,-17.56115622316348,"3.36","1.7",,,,"98.3",2324,"6.8",777806,680779,687462,624428,663647,643396,672744,665833,668804,"53.73",,,,,,,,44,2,"4-Seam Fastball",2,0,0,2,0,2,0,2,"Standard","Standard",234,"0","0.021",,,,"-0.021",,2,-2,"0.783","0.217",23,27,23,28,3,2,5,1,5,1,"1.42","1.3","1.3","25.0",,,,,
"FS","2025-05-23","94.1","-2.53","5.64","Skenes, Paul",661388,694973,,"swinging_strike",,,,,13,"William Contreras called out on strikes.","R","R","R","PIT","MIL","S",,,0,0,2025,"-1.12","-0.12","-0.04","1.1",,,694192,1,6,"Top",,,,,,,8.993475511427512,-136.61527725491953,-5.787939912126713,-15.989479436808628,31.146523049264136,-32.577058541310734,"3.59","1.75",,,,"94.5",1532,"6.7",777806,680779,687462,624428,663647,643396,672744,665833,668804,"53.8",,,,,,,,44,1,"Split-Finger",2,0,0,2,0,2,0,2,"Standard","Standard",246,"0","-0.041","75.0","7.5",,"0.041",,2,-2,"0.783","0.217",23,27,23,28,3,2,5,1,5,1,"2.72","1.12","1.12","24.9",11.5330634569306,2.384130840771641,31.896421413865536,38.75285717521831,28.52006074564796
"FF","2025-05-23","97.4","-2.1","5.6","Skenes, Paul",694192,694973,"walk","ball",,,,,14,"Jackson Chourio walks.","R","R","R","PIT","MIL","B",,,3,1,2025,"-1.2","0.88","0.78","1.55",,,,1,6,"Top",,,,,,,10.55885619763371,-141.29015973450905,-7.381856303022054,-18.583709199010173,34.63759605664423,-18.708809463974628,"3.56","1.77",,,,"97.7",2244,"6.8",777806,680779,687462,624428,663647,643396,672744,665833,668804,"53.72",,0.692731,"0.7",1,0,0,,43,5,"4-Seam Fastball",2,0,0,2,0,2,0,2,"Standard","Standard",242,"-0.036","0.255",,,,"-0.255",,2,-2,"0.819","0.181",23,21,23,21,3,2,5,1,5,1,"1.55","1.2","1.2","25.7",,,,,
"FF","2025-05-23","97.6","-2.08","5.63","Skenes, Paul",694192,694973,,"ball",,,,,14,"Jackson Chourio walks.","R","R","R","PIT","MIL","B",,,2,1,2025,"-1.21","0.94","0.48","1.05",,,,1,6,"Top",,,,,,,9.724846110750525,-141.4825652950931,-8.981269733966789,-18.47292173256456,34.1420675041713,-17.560012379300016,"3.5","1.71",,,,"97.9",2326,"6.8",777806,680779,687462,624428,663647,643396,672744,665833,668804,"53.7",,,,,,,,43,4,"4-Seam Fastball",2,0,0,2,0,2,0,2,"Standard","Standard",236,"0","0.121",,,,"-0.121",,2,-2,"0.819","0.181",23,21,23,21,3,2,5,1,5,1,"1.48","1.21","1.21","28.3",,,,,
"ST","2025-05-23","82.3","-2.38","5.54","Skenes, Paul",694192,694973,,"ball",,,,,13,"Jackson Chourio walks.","R","R","R","PIT","MIL","B",,,1,1,2025,"1.31","0.39","-1.13","2.09",,,,1,6,"Top",,,,,,,0.2626592029121263,-119.88136267190505,-2.0438025880324986,12.558848737204157,24.662282746094476,-28.2291943523442,"3.38","1.67",,,,"82.8",2323,"6.7",777806,680779,687462,624428,663647,643396,672744,665833,668804,"53.77",,,,,,,,43,3,"Sweeper",2,0,0,2,0,2,0,2,"Standard","Standard",83,"0","0.056",,,,"-0.056",,2,-2,"0.819","0.181",23,21,23,21,3,2,5,1,5,1,"2.99","-1.31","-1.31","23.1",,,,,
"FS","2025-05-23","92.8","-2.21","5.65","Skenes, Paul",694192,694973,,"foul",,,,,4,"Jackson Chourio walks.","R","R","R","PIT","MIL","S",,,1,0,2025,"-1.15","0.32","-0.46","2.24",,,,1,6,"Top",,,,,,,7.036124814014873,-134.9077581718374,-3.642379733413968,-15.548055814701092,30.034741493144104,-27.625362100451362,"3.48","1.65",2,"77.7",-46,"93.3",1532,"6.7",777806,680779,687462,624428,663647,643396,672744,665833,668804,"53.82",,,,,,,,43,2,"Split-Finger",2,0,0,2,0,2,0,2,"Standard","Standard",241,"0","-0.051","79.0","7.9",,"0.051","88.0",2,-2,"0.819","0.181",23,21,23,21,3,2,5,1,5,1,"2.33","1.15","1.15","24.4",10.49108124847887,-11.895670096593607,25.405807691761673,34.80569369436032,36.461105397813924
"SL","2025-05-23","84","-2.17","5.56","Skenes, Paul",694192,694973,,"ball",,,,,14,"Jackson Chourio walks.","R","R","R","PIT","MIL","B",,,0,0,2025,"0.33","0.66","2.11","0.11",,,,1,6,"Top",,,,,,,9.297971711643603,-121.90954473630502,-7.55143327786022,1.4559358128936892,23.92533185508702,-24.202198120010834,"3.44","1.57",,,,"84.3",2279,"6.6",777806,680779,687462,624428,663647,643396,672744,665833,668804,"53.86",,,,,,,,43,1,"Slider",2,0,0,2,0,2,0,2,"Standard","Standard",82,"0","0.04",,,,"-0.04",,2,-2,"0.819","0.181",23,21,23,21,3,2,5,1,5,1,"2.58","-0.33","-0.33","21.7",,,,,
"FF","2025-05-23","96.7","-2.55","5.76","Skenes, Paul",668930,694973,"field_out","hit_into_play",,,,,5,"Brice Turang lines out to center fielder Oneil Cruz.","R","L","R","PIT","MIL","X",8,"line_drive",2,1,2025,"-1.21","1.2","-0.15","2.21",,,,0,6,"Top",93.97,80.07,,,,,9.238647062355549,-140.40839020318927,-6.672050760226971,-18.208243156686095,33.31689046490153,-14.868614734893969,"3.46","1.61",306,"95.2",20,"97.3",2172,"6.9",777806,680779,687462,624428,663647,643396,672744,665833,668804,"53.64",0.309,0.335,"0",1,0,0,4,42,4,"4-Seam Fastball",2,0,0,2,0,2,0,2,"Standard","Standard",236,"0.03","-0.307","73.3","6.9",0.512,"0.307","95.2",2,-2,"0.789","0.211",23,25,23,26,3,2,5,1,5,1,"1.25","1.21","-1.21","28.6",7.360284258183669,6.068603357325576,34.692843202116975,37.0218089588248,32.54958060426092
"FS","2025-05-23","91.1","-2.8","5.68","Skenes, Paul",668930,694973,,"ball",,,,,13,"Brice Turang lines out to center fielder Oneil Cruz.","R","L","R","PIT","MIL","B",,,1,1,2025,"-1.17","-0.43","-1.26","1.62",,,,0,6,"Top",,,,,,,6.42975903507127,-132.47515338532577,-3.3083007704147933,-15.236010444257552,31.23476983041657,-36.611578515365736,"3.49","1.7",,,,"91.2",1587,"6.6",777806,680779,687462,624428,663647,643396,672744,665833,668804,"53.89",,,,,,,,42,3,"Split-Finger",2,0,0,2,0,2,0,2,"Standard","Standard",251,"0","0.055",,,,"-0.055",,2,-2,"0.789","0.211",23,25,23,26,3,2,5,1,5,1,"3.2","1.17","-1.17","24.9",,,,,
"FF","2025-05-23","96.1","-2.74","5.71","Skenes, Paul",668930,694973,,"ball",,,,,13,"Brice Turang lines out to center fielder Oneil Cruz.","R","L","R","PIT","MIL","B",,,0,1,2025,"-1.41","1","-0.84","1.78",,,,0,6,"Top",,,,,,,8.286558946174305,-139.5250396499143,-7.0851475603412215,-20.298360243441156,33.827932834658135,-17.603407730947076,"3.61","1.7",,,,"96.5",2186,"6.8",777806,680779,687462,624428,663647,643396,672744,665833,668804,"53.69",,,,,,,,42,2,"4-Seam Fastball",2,0,0,2,0,2,0,2,"Standard","Standard",240,"0","0.031",,,,"-0.031",,2,-2,"0.789","0.211",23,25,23,26,3,2,5,1,5,1,"1.49","1.41","-1.41","26.2",,,,,
"FF","2025-05-23","96.9","-2.62","5.75","Skenes, Paul",668930,694973,,"called_strike",,,,,2,"Brice Turang lines out to center fielder Oneil Cruz.","R","L","R","PIT","MIL","S",,,0,0,2025,"-1.27","1.05","-0.18","2.99",,,,0,6,"Top",,,,,,,9.486438248846701,-140.66237353125192,-4.18118002317111,-19.13743949021921,34.263623145468046,-17.53592869950945,"3.58","1.63",,,,"97.2",2138,"6.8",777806,680779,687462,624428,663647,643396,672744,665833,668804,"53.72",,,,,,,,42,1,"4-Seam Fastball",2,0,0,2,0,2,0,2,"Standard","Standard",238,"0","-0.04",,,,"0.04",,2,-2,"0.789","0.211",23,25,23,26,3,2,5,1,5,1,"1.41","1.27","-1.27","24.3",,,,,
"ST","2025-05-23","84.2","-2.29","5.44","Skenes, Paul",655316,694973,"field_out","hit_into_play",,,,,6,"Andruw Monasterio grounds out, shortstop Isiah Kiner-Falefa to first baseman Spencer Horwitz.","R","R","R","PIT","MIL","X",6,"ground_ball",2,1,2025,"1","0.52","0.3","2.36",,,,2,5,"Top",113.81,157.26,,,,,4.049378970288772,-122.59224052344638,-1.7787135726814414,9.212234918037304,26.021262191927693,-26.809110285997523,"3.24","1.52",36,"94.1",-1,"84.8",2331,"6.8",777806,680779,687462,624428,663647,643396,672744,665833,668804,"53.68",0.329,0.317,"0",1,0,0,2,34,4,"Sweeper",1,0,0,1,0,1,0,1,"Standard","Standard",94,"0.014","-0.299",,,0.349,"0.299","94.1",1,-1,"0.699","0.301",23,28,23,28,2,1,5,4,5,3,"2.71","-1","-1","23.3",,,,,
"SL","2025-05-23","84.9","-2.29","5.47","Skenes, Paul",655316,694973,,"ball",,,,,14,"Andruw Monasterio grounds out, shortstop Isiah Kiner-Falefa to first baseman Spencer Horwitz.","R","R","R","PIT","MIL","B",,,1,1,2025,"0.52","0.84","0.12","1.23",,,,2,5,"Top",,,,,,,4.621886853062853,-123.42402292203961,-5.263521188336815,4.358846393176373,26.05649768228461,-22.743762951934567,"3.25","1.65",,,,"85.4",2311,"6.8",777806,680779,687462,624428,663647,643396,672744,665833,668804,"53.68",,,,,,,,34,3,"Slider",1,0,0,1,0,1,0,1,"Standard","Standard",101,"0","0.054",,,,"-0.054",,1,-1,"0.699","0.301",23,28,23,28,2,1,5,4,5,3,"2.35","-0.52","-0.52","22.1",,,,,
"SI","2025-05-23","97.6","-2.05","5.48","Skenes, Paul",655316,694973,,"ball",,,,,14,"Andruw Monasterio grounds out, shortstop Isiah Kiner-Falefa to first baseman Spencer Horwitz.","R","R","R","PIT","MIL","B",,,0,1,2025,"-1.68","0.61","0.03","0.95",,,,2,5,"Top",,,,,,,9.58881276588052,-141.61524466359612,-8.131699756282382,-24.868597753776484,33.9278257045832,-22.127583849404758,"3.34","1.62",,,,"98.4",2329,"7",777806,680779,687462,624428,663647,643396,672744,665833,668804,"53.49",,,,,,,,34,2,"Sinker",1,0,0,1,0,1,0,1,"Standard","Standard",238,"0","0.028",,,,"-0.028",,1,-1,"0.699","0.301",23,28,23,28,2,1,5,4,5,3,"1.8","1.68","1.68","24.0",,,,,
"FF","2025-05-23","97.2","-1.94","5.58","Skenes, Paul",655316,694973,,"called_strike",,,,,8,"Andruw Monasterio grounds out, shortstop Isiah Kiner-Falefa to first baseman Spencer Horwitz.","R","R","R","PIT","MIL","S",,,0,0,2025,"-1.25","0.91","0.12","1.65",,,,2,5,"Top",,,,,,,8.46575256810986,-141.20636384694836,-7.115405052156512,-18.65601231561291,31.940413848562173,-18.55585454549645,"3.07","1.6",,,,"98",2206,"6.8",777806,680779,687462,624428,663647,643396,672744,665833,668804,"53.7",,,,,,,,34,1,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard",234,"0","-0.044",,,,"0.044",,1,-1,"0.699","0.301",23,28,23,28,2,1,5,4,5,3,"1.51","1.25","1.25","29.6",,,,,
"FF","2025-05-23","97.2","-2.81","5.68","Skenes, Paul",641343,694973,"field_out","hit_into_play",,,,,5,"Jake Bauers flies out sharply to center fielder Oneil Cruz.","R","L","R","PIT","MIL","X",8,"fly_ball",0,0,2025,"-1.14","1.1","-0.21","2.38",,,,1,5,"Top",112.76,45.3,,,,,9.687132648902743,-141.01486155382247,-5.7852640595153755,-17.551286114727787,36.212167873560546,-16.382452701453882,"3.64","1.7",381,"105.5",35,"97.6",2238,"7",777806,680779,687462,624428,663647,643396,672744,665833,668804,"53.52",0.74,1.457,"0",1,0,0,6,33,1,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Infield shade","Standard",236,"0.023","-0.257","76.7","7.7",2.866,"0.257","105.5",1,-1,"0.676","0.324",23,29,23,30,2,1,5,2,5,1,"1.36","1.14","-1.14","26.1",13.840266690732186,1.8096797314461193,34.816021054014556,36.155328736081245,27.08084320621085
"FF","2025-05-23","98.2","-2.19","5.62","Skenes, Paul",702332,694973,"field_out","hit_into_play",,,,,1,"Caleb Durbin grounds out, shortstop Isiah Kiner-Falefa to first baseman Spencer Horwitz.","R","R","R","PIT","MIL","X",6,"ground_ball",2,1,2025,"-1.28","0.87","-0.3","2.8",,,,0,5,"Top",117.73,157.28,,,,,8.123403721029447,-142.73863831424737,-4.170380878042758,-19.450574834940255,34.8839959458911,-19.567363863533828,"3.25","1.48",3,"60",-38,"98.4",2160,"6.6",777806,680779,687462,624428,663647,643396,672744,665833,668804,"53.87",0.1,0.095,"0",1,0,0,2,32,4,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard",238,"0.032","-0.307","69.7","5.9",0.1,"0.307","88.0",1,-1,"0.644","0.356",23,25,23,25,2,1,5,1,5,1,"1.52","1.28","1.28","23.4",1.1805929320782214,18.369671605079766,21.973220452716358,30.439219537818182,21.113426841989728
"FF","2025-05-23","98","-1.99","5.55","Skenes, Paul",702332,694973,,"called_strike",,,,,8,"Caleb Durbin grounds out, shortstop Isiah Kiner-Falefa to first baseman Spencer Horwitz.","R","R","R","PIT","MIL","S",,,2,0,2025,"-1.22","1","0.05","1.86",,,,0,5,"Top",,,,,,,8.390516456918876,-142.38897215750384,-6.809945796099746,-18.549437056852813,33.748285805899656,-17.169796903560076,"3.15","1.45",,,,"98.5",2239,"6.7",777806,680779,687462,624428,663647,643396,672744,665833,668804,"53.79",,,,,,,,32,3,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard",239,"0","-0.073",,,,"0.073",,1,-1,"0.644","0.356",23,25,23,25,2,1,5,1,5,1,"1.39","1.22","1.22","24.1",,,,,
"SI","2025-05-23","96.5","-2.14","5.56","Skenes, Paul",702332,694973,,"ball",,,,,8,"Caleb Durbin grounds out, shortstop Isiah Kiner-Falefa to first baseman Spencer Horwitz.","R","R","R","PIT","MIL","B",,,1,0,2025,"-1.6","0.38","-0.19","1.44",,,,0,5,"Top",,,,,,,8.904869693756275,-140.11705768287663,-6.273826375569317,-23.051243826573284,32.73195462882864,-25.87315692428242,"3.21","1.48",,,,"97.3",2277,"6.9",777806,680779,687462,624428,663647,643396,672744,665833,668804,"53.58",,,,,,,,32,2,"Sinker",1,0,0,1,0,1,0,1,"Standard","Standard",242,"0","0.077",,,,"-0.077",,1,-1,"0.644","0.356",23,25,23,25,2,1,5,1,5,1,"2.09","1.6","1.6","20.9",,,,,
"SI","2025-05-23","96.8","-2.17","5.66","Skenes, Paul",702332,694973,,"ball",,,,,13,"Caleb Durbin grounds out, shortstop Isiah Kiner-Falefa to first baseman Spencer Horwitz.","R","R","R","PIT","MIL","B",,,0,0,2025,"-1.72","0.42","-1.02","1.71",,,,0,5,"Top",,,,,,,7.036196597840036,-140.6541289319667,-5.905021858532348,-24.418588824032128,34.60670098173472,-25.381599312499713,"3.22","1.43",,,,"96.9",2238,"6.6",777806,680779,687462,624428,663647,643396,672744,665833,668804,"53.87",,,,,,,,32,1,"Sinker",1,0,0,1,0,1,0,1,"Standard","Standard",237,"0","0.041",,,,"-0.041",,1,-1,"0.644","0.356",23,25,23,25,2,1,5,1,5,1,"2.04","1.72","1.72","23.6",,,,,
"FS","2025-05-23","92.7","-2.65","5.58","Skenes, Paul",686217,694973,"field_out","hit_into_play",,,,,13,"Sal Frelick grounds out, third baseman Ke'Bryan Hayes to first baseman Spencer Horwitz.","R","L","R","PIT","MIL","X",5,"ground_ball",3,2,2025,"-0.88","-0.02","-0.92","1.88",,,656555,2,4,"Top",113.3,175.5,,,,,6.414507376638594,-134.91842502086885,-3.6458510200602143,-12.139173490954525,28.563127353943415,-31.839633684246778,"3.12","1.43",8,"91.7",-11,"93.9",1369,"6.9",777806,680779,687462,624428,663647,643396,672744,665833,668804,"53.58",0.143,0.151,"0",1,0,0,2,28,8,"Split-Finger",1,0,0,1,0,1,0,1,"Standard","Standard",256,"0.029","-0.299",,,0.164,"0.299","91.7",1,-1,"0.661","0.339",23,25,23,25,2,1,5,1,5,1,"2.67","0.88","-0.88","23.6",,,,,
"FF","2025-05-23","98.3","-2.53","5.59","Skenes, Paul",686217,694973,,"foul",,,,,9,"Sal Frelick grounds out, third baseman Ke'Bryan Hayes to first baseman Spencer Horwitz.","R","L","R","PIT","MIL","S",,,3,2,2025,"-1.39","1.03","0.8","1.61",,,656555,2,4,"Top",,,,,,,12.337668606745842,-142.53059868119064,-7.738322701879789,-21.70692603222477,31.267283749267936,-16.4641634288843,"3.12","1.43",143,"78.3",76,"99.1",2298,"6.8",777806,680779,687462,624428,663647,643396,672744,665833,668804,"53.68",,,,,,,,28,7,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Strategic","Standard",242,"0","0","64.4","7.9",,"0","88.0",1,-1,"0.661","0.339",23,25,23,25,2,1,5,1,5,1,"1.34","1.39","-1.39","25.8",25.585445916003003,-60.32171004529102,76.75829316729035,23.90084417460645,32.00787603005449
"FF","2025-05-23","98.7","-2.55","5.56","Skenes, Paul",686217,694973,,"ball",,,,,14,"Sal Frelick grounds out, third baseman Ke'Bryan Hayes to first baseman Spencer Horwitz.","R","L","R","PIT","MIL","B",,,2,2,2025,"-1.35","1.01","0.9","2.08",,,656555,2,4,"Top",,,,,,,12.663564066979681,-143.09317029837806,-6.41528178570122,-21.44039570753147,32.45368603193197,-16.9406759155323,"3.08","1.37",,,,"99.6",2293,"7",777806,680779,687462,624428,663647,643396,672744,665833,668804,"53.54",,,,,,,,28,6,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Strategic","Standard",242,"0","0.08",,,,"-0.08",,1,-1,"0.661","0.339",23,25,23,25,2,1,5,1,5,1,"1.35","1.35","-1.35","24.2",,,,,
"CH","2025-05-23","87.5","-2.7","5.56","Skenes, Paul",686217,694973,,"ball",,,,,13,"Sal Frelick grounds out, third baseman Ke'Bryan Hayes to first baseman Spencer Horwitz.","R","L","R","PIT","MIL","B",,,1,2,2025,"-1.43","0.43","-2","1.67",,,656555,2,4,"Top",,,,,,,4.6825720273873515,-127.30026574371657,-4.141002771775016,-16.538107794693193,27.14331877391855,-26.806123129901966,"3.08","1.37",,,,"88",1893,"6.7",777806,680779,687462,624428,663647,643396,672744,665833,668804,"53.83",,,,,,,,28,5,"Changeup",1,0,0,1,0,1,0,1,"Infield shade","Standard",266,"0","0.034",,,,"-0.034",,1,-1,"0.661","0.339",23,25,23,25,2,1,5,1,5,1,"2.55","1.43","-1.43","18.7",,,,,
