pitch_type,release_speed,release_pos_x,release_pos_z,events,description,zone,stand,type,hit_location,bb_type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,hit_distance_sc,launch_speed,launch_angle,release_spin_rate,release_extension,game_pk,fielder_2,launch_speed_angle,at_bat_number,pitch_number,bat_score,fld_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game
ST,81.5,-2.56,5.38,,ball,13,R,B,,,2,1,1.22,-0.04,-0.92,1.25,,,,1,1,Bot,,,,,,2366,6.7,776771,680779,,6,4,1,0,1,0,Standard,Standard,1,0,5
ST,83.5,-2.52,5.43,,ball,14,R,B,,,1,1,0.81,0.39,1.07,2.01,,,,1,1,Bot,,,,,,2249,6.8,776771,680779,,6,3,1,0,1,0,Standard,Standard,1,0,5
SI,97.7,-2.44,5.5,,foul,7,R,S,,,1,0,-1.25,0.4,-0.56,2.05,,,,1,1,Bot,,,2,71.4,-49,2227,6.7,776771,680779,,6,2,1,0,1,0,Standard,Standard,1,0,5
FF,98.2,-2.25,5.58,,ball,14,R,B,,,0,0,-0.73,0.98,1.61,2.06,,,,1,1,Bot,,,,,,2112,6.9,776771,680779,,6,1,1,0,1,0,Standard,Standard,1,0,5
CH,89.6,-3.17,5.45,field_out,hit_into_play,13,L,X,6,line_drive,0,2,-1.25,0.57,-0.74,1.29,,,,0,1,Bot,116.4,127.93,183,65.5,20,1605,6.9,776771,680779,4,5,3,1,0,1,0,Infield shade,Standard,1,0,5
FF,97.9,-2.98,5.57,,called_strike,2,L,S,,,0,1,-1.05,1.05,0.24,3.3,,,,0,1,Bot,,,,,,2334,6.9,776771,680779,,5,2,1,0,1,0,Standard,Standard,1,0,5
FF,97.7,-3.14,5.52,,foul,4,L,S,,,0,0,-1.22,0.95,-0.52,2.73,,,,0,1,Bot,,,219,77,24,2238,7,776771,680779,,5,1,1,0,1,0,Standard,Standard,1,0,5
FF,97.9,-3.08,5.5,home_run,hit_into_play,9,L,X,,fly_ball,3,2,-0.99,1.04,0.37,1.75,,,,0,1,Bot,213.36,74.32,375,96.9,28,2257,7,776771,680779,5,4,7,0,0,1,0,Infield shade,Standard,1,0,5
CH,89.4,-3.23,5.47,,ball,14,L,B,,,2,2,-1.24,0.02,0.39,1.24,,,,0,1,Bot,,,,,,1726,7,776771,680779,,4,6,0,0,0,0,Infield shade,Standard,1,0,5
FF,97.7,-3.12,5.5,,ball,11,L,B,,,1,2,-0.81,1.2,-1.03,4.22,,,,0,1,Bot,,,,,,2340,6.9,776771,680779,,4,5,0,0,0,0,Infield shade,Standard,1,0,5
FF,98.2,-2.99,5.54,,foul,11,L,S,,,1,2,-0.61,1.12,-0.07,3.35,,,,0,1,Bot,,,177,69.5,57,2302,6.9,776771,680779,,4,4,0,0,0,0,Infield shade,Standard,1,0,5
ST,82.6,-3.16,5.52,,foul,5,L,S,,,1,1,1.66,0.35,-0.01,2.58,,,,0,1,Bot,,,113,70.5,11,2051,6.8,776771,680779,,4,3,0,0,0,0,Standard,Standard,1,0,5
FF,98.4,-2.95,5.59,,ball,12,L,B,,,0,1,-1.18,0.9,0.39,4.07,,,,0,1,Bot,,,,,,2289,7,776771,680779,,4,2,0,0,0,0,Standard,Standard,1,0,5
FF,98.2,-3.05,5.6,,called_strike,5,L,S,,,0,0,-1.05,0.99,-0.25,2.13,,,,0,1,Bot,,,,,,2211,6.8,776771,680779,,4,1,0,0,0,0,Standard,Standard,1,0,5
ST,84.6,-2.23,5.47,field_out,hit_into_play,14,R,X,8,fly_ball,2,2,1.24,0.73,1.05,2.1,,,666158,2,6,Top,130.03,82.77,331,87,28,2313,6.8,776840,680779,3,51,7,0,4,0,4,Standard,Standard,3,2,5
SI,98.2,-2.22,5.5,,ball,14,R,B,,,1,2,-1.75,0.36,0.71,1.36,,,666158,2,6,Top,,,,,,2281,6.7,776840,680779,,51,6,0,4,0,4,Standard,Standard,3,2,5
CH,89.2,-2.33,5.54,,foul,13,R,S,,,1,2,-1.41,0.79,-0.91,1.69,,,666158,2,6,Top,,,45,88.1,1,1806,6.9,776840,680779,,51,5,0,4,0,4,Standard,Standard,3,2,5
FF,99.3,-2.18,5.6,,ball,12,R,B,,,0,2,-1.1,0.97,0.59,3.86,,,666158,2,6,Top,,,,,,2372,6.8,776840,680779,,51,4,0,4,0,4,Standard,Standard,3,2,5
FF,98.9,-2.14,5.54,,foul,2,R,S,,,0,2,-1.19,1.18,0.23,2.91,,,666158,2,6,Top,,,196,74.9,53,2418,6.6,776840,680779,,51,3,0,4,0,4,Standard,Standard,3,2,5
ST,84.8,-2.22,5.54,,foul,6,R,S,,,0,1,1.15,0.24,0.52,2.58,,,666158,2,6,Top,,,173,77.7,64,2347,6.9,776840,680779,,51,2,0,4,0,4,Standard,Standard,3,2,5
SI,98.1,-2.15,5.49,,called_strike,8,R,S,,,0,0,-1.45,0.34,0.11,1.49,,,666158,2,6,Top,,,,,,2175,6.8,776840,680779,,51,1,0,4,0,4,Standard,Standard,3,2,5
FF,98.8,-2.85,5.8,single,hit_into_play,8,L,X,8,line_drive,0,0,-1.19,0.9,-0.24,1.95,,,,2,6,Top,129.83,77.54,239,105,10,2321,6.8,776840,680779,4,50,1,0,4,0,4,Standard,Standard,3,2,5
ST,84.4,-2.3,5.55,field_out,hit_into_play,8,R,X,7,line_drive,0,1,0.72,0.62,0.21,1.47,,,,1,6,Top,56.24,99.45,298,85.7,27,2369,6.7,776840,680779,3,49,2,0,4,0,4,Standard,Standard,3,2,5
FS,94.1,-2.44,5.69,,called_strike,4,R,S,,,0,0,-0.61,-0.23,-0.78,2.23,,,,1,6,Top,,,,,,1467,6.6,776840,680779,,49,1,0,4,0,4,Standard,Standard,3,2,5
FF,98.1,-2.97,5.67,strikeout,swinging_strike,11,L,S,2,,1,2,-1.21,0.89,-0.85,3.71,,,,0,6,Top,,,,,,2248,6.7,776840,680779,,48,4,0,4,0,4,Standard,Standard,3,2,5
FF,97.4,-2.89,5.68,,swinging_strike,1,L,S,,,1,1,-1.32,0.98,-0.82,3.18,,,,0,6,Top,,,,,,2256,6.7,776840,680779,,48,3,0,4,0,4,Standard,Standard,3,2,5
FF,96.4,-2.79,5.68,,called_strike,6,L,S,,,1,0,-1.17,0.83,0.76,2.89,,,,0,6,Top,,,,,,2290,6.8,776840,680779,,48,2,0,4,0,4,Standard,Standard,3,2,5
FS,92.7,-2.9,5.79,,ball,13,L,B,,,0,0,-1.18,0.22,-1.19,2.51,,,,0,6,Top,,,,,,1734,6.6,776840,680779,,48,1,0,4,0,4,Standard,Standard,3,2,5
CH,89.8,-2.39,5.52,strikeout,swinging_strike,13,R,S,2,,1,2,-1.35,0.72,-0.33,0.97,,670770,,2,5,Top,,,,,,1782,6.9,776840,680779,,42,4,0,4,0,4,Standard,Standard,3,2,5
FF,99.2,-2.12,5.56,,swinging_strike,12,R,S,,,1,1,-1,1.22,1.16,2.65,,670770,,2,5,Top,,,,,,2204,6.9,776840,680779,,42,3,0,4,0,4,Standard,Standard,3,2,5
SI,97.7,-2.22,5.51,,called_strike,6,R,S,,,1,0,-1.47,0.62,0.57,1.98,,670770,,2,5,Top,,,,,,2312,6.9,776840,680779,,42,2,0,4,0,4,Standard,Standard,3,2,5
FF,98.2,-2.26,5.63,,ball,11,R,B,,,0,0,-1.25,0.86,-0.84,4.01,,670770,,2,5,Top,,,,,,2338,6.8,776840,680779,,42,1,0,4,0,4,Standard,Standard,3,2,5
FF,98.9,-2.71,5.59,double,hit_into_play,9,L,X,9,line_drive,3,2,-1.27,1.02,0.55,1.95,,,,2,5,Top,208.14,122.34,189,106.3,9,2455,6.9,776840,680779,4,41,7,0,4,0,4,Infield shade,Standard,3,2,5
CH,88.9,-2.96,5.63,,ball,13,L,B,,,2,2,-1.52,0.52,-2.11,1.39,,,,2,5,Top,,,,,,1787,6.8,776840,680779,,41,6,0,4,0,4,Infield shade,Standard,3,2,5
CH,88.1,-2.93,5.64,,ball,13,L,B,,,1,2,-1.58,0.31,-1.01,1,,,,2,5,Top,,,,,,1815,6.7,776840,680779,,41,5,0,4,0,4,Standard,Standard,3,2,5
SI,97.8,-2.79,5.65,,ball,14,L,B,,,0,2,-1.7,0.4,0.89,1.61,,,,2,5,Top,,,,,,2298,6.8,776840,680779,,41,4,0,4,0,4,Standard,Standard,3,2,5
FF,98.6,-2.85,5.68,,foul,3,L,S,,,0,2,-1.19,1.25,0.3,2.88,,,,2,5,Top,,,226,78.2,24,2331,6.9,776840,680779,,41,3,0,4,0,4,Standard,Standard,3,2,5
FF,97.7,-2.78,5.66,,foul,1,L,S,,,0,1,-1.3,0.88,-0.49,3.14,,,,2,5,Top,,,153,82.9,12,2390,6.9,776840,680779,,41,2,0,4,0,4,Standard,Standard,3,2,5
ST,84.1,-2.88,5.62,,called_strike,5,L,S,,,0,0,0.93,0.35,0.18,2.3,,,,2,5,Top,,,,,,2388,6.8,776840,680779,,41,1,0,4,0,4,Standard,Standard,3,2,5
SI,98.8,-2.23,5.64,field_out,hit_into_play,7,R,X,5,ground_ball,0,0,-1.56,0.61,-0.33,1.9,,,,1,5,Top,101.87,160.76,4,102,-26,2279,6.9,776840,680779,2,40,1,0,4,0,4,Standard,Standard,2,1,5
SI,97.7,-2.33,5.65,field_out,hit_into_play,13,R,X,6,ground_ball,2,2,-1.53,0.59,-1.15,2.35,,,,0,5,Top,121.15,154.78,3,60.7,-34,2288,6.6,776840,680779,2,39,7,0,4,0,4,Standard,Standard,2,1,5
SI,96.9,-2.4,5.47,,ball,14,R,B,,,1,2,-1.5,0.21,0.2,1.05,,,,0,5,Top,,,,,,2169,6.8,776840,680779,,39,6,0,4,0,4,Standard,Standard,2,1,5
CH,87.4,-2.53,5.62,,foul,13,R,S,,,1,2,-1.35,0.82,-1.67,1.96,,,,0,5,Top,,,340,92.2,32,1851,6.8,776840,680779,,39,5,0,4,0,4,Standard,Standard,2,1,5
ST,82.6,-2.3,5.62,,ball,14,R,B,,,0,2,1.13,0.47,1.55,0.8,,,,0,5,Top,,,,,,2358,6.7,776840,680779,,39,4,0,4,0,4,Standard,Standard,2,1,5
FF,98.5,-2.23,5.65,,foul,11,R,S,,,0,2,-1.33,0.91,-0.94,3.6,,,,0,5,Top,,,247,82.3,25,2391,6.7,776840,680779,,39,3,0,4,0,4,Standard,Standard,2,1,5
ST,83.7,-2.28,5.66,,called_strike,6,R,S,,,0,1,0.99,0.69,0.38,2.31,,,,0,5,Top,,,,,,2398,6.7,776840,680779,,39,2,0,4,0,4,Standard,Standard,2,1,5
SI,95.2,-2.28,5.75,,called_strike,8,R,S,,,0,0,-1.58,0.58,0.02,1.66,,,,0,5,Top,,,,,,2201,6.7,776840,680779,,39,1,0,4,0,4,Standard,Standard,2,1,5
CH,89.5,-2.31,5.57,strikeout,swinging_strike,14,R,S,2,,3,2,-1.35,0.6,0.72,1.48,,666158,,2,4,Top,,,,,,1870,6.9,776840,680779,,32,9,0,3,0,3,Standard,Standard,2,1,5
FF,98.8,-2.23,5.66,,foul,11,R,S,,,3,2,-1.45,0.94,-1.28,3.54,,666158,,2,4,Top,,,95,65.8,81,2465,6.9,776840,680779,,32,8,0,3,0,3,Standard,Standard,2,1,5
ST,85,-2.35,5.56,,foul,12,R,S,,,3,2,1.35,0.43,1.69,2.6,,666158,,2,4,Top,,,,,,2415,7,776840,680779,,32,7,0,3,0,3,Standard,Standard,2,1,5
SI,97.6,-2.27,5.52,,foul,4,R,S,,,3,2,-1.44,0.51,-0.5,2.23,,666158,,2,4,Top,,,,,,2330,6.9,776840,680779,,32,6,0,3,0,3,Standard,Standard,2,1,5
ST,85.9,-2.22,5.5,,ball,14,R,B,,,2,2,0.6,0.54,1.32,1.98,,666158,,2,4,Top,,,,,,2328,7,776840,680779,,32,5,0,3,0,3,Standard,Standard,2,1,5
CH,89.6,-2.34,5.5,,ball,14,R,B,,,1,2,-1.55,0.69,0.51,0.46,,666158,,2,4,Top,,,,,,1920,6.9,776840,680779,,32,4,0,3,0,3,Standard,Standard,2,1,5
ST,84.7,-2.26,5.62,,called_strike,5,R,S,,,1,1,0.93,0.3,0.13,2.81,,666158,,2,4,Top,,,,,,2423,6.9,776840,680779,,32,3,0,3,0,3,Standard,Standard,2,1,5
FF,98.3,-2.29,5.65,,foul,11,R,S,,,1,0,-1.19,1,-1.2,3.3,,666158,,2,4,Top,,,173,70.2,29,2389,6.9,776840,680779,,32,2,0,3,0,3,Standard,Standard,2,1,5
CU,86.6,-2.21,5.65,,ball,14,R,B,,,0,0,0.36,-0.19,1.97,1.27,,666158,,2,4,Top,,,,,,2480,7,776840,680779,,32,1,0,3,0,3,Standard,Standard,2,1,5
FF,99,-2.09,5.6,strikeout,called_strike,9,R,S,2,,1,2,-1.34,1.01,0.6,2,,666158,,1,4,Top,,,,,,2358,7,776840,680779,,31,4,0,3,0,3,Standard,Standard,2,1,5
SL,85.2,-2.37,5.48,,foul,5,R,S,,,1,1,0.41,0.67,-0.12,2.64,,666158,,1,4,Top,,,182,66.5,50,2380,7,776840,680779,,31,3,0,3,0,3,Standard,Standard,2,1,5
FF,98.7,-2.19,5.53,,called_strike,6,R,S,,,1,0,-1.38,0.95,0.76,2.14,,666158,,1,4,Top,,,,,,2467,6.9,776840,680779,,31,2,0,3,0,3,Standard,Standard,2,1,5
FS,95.1,-2.35,5.61,,ball,13,R,B,,,0,0,-1.28,0.44,-0.56,1.34,,666158,,1,4,Top,,,,,,1796,6.8,776840,680779,,31,1,0,3,0,3,Standard,Standard,2,1,5
SL,85.3,-2.88,5.63,double,hit_into_play,5,L,X,9,fly_ball,1,2,0.36,0.28,0.24,2.12,,,,1,4,Top,217.44,93.31,343,93.7,30,2209,7,776840,680779,3,30,4,0,3,0,3,Infield shade,Standard,2,1,5
FF,97.2,-2.83,5.66,,foul,2,L,S,,,1,1,-1.3,0.93,-0.18,3.25,,,,1,4,Top,,,216,75.1,47,2331,6.9,776840,680779,,30,3,0,3,0,3,Infield shade,Standard,2,1,5
FF,97.5,-2.8,5.7,,foul,4,L,S,,,1,0,-1.1,0.95,-0.68,2.43,,,,1,4,Top,,,246,81.6,41,2254,6.8,776840,680779,,30,2,0,3,0,3,Infield shade,Standard,2,1,5
SL,84,-2.97,5.6,,ball,11,L,B,,,0,0,0.26,0.87,-1.66,3.2,,,,1,4,Top,,,,,,2311,6.8,776840,680779,,30,1,0,3,0,3,Infield shade,Standard,2,1,5
CH,87.9,-2.45,5.68,strikeout,swinging_strike,13,R,S,2,,2,2,-1.32,0.51,-1.45,1.44,,,,0,4,Top,,,,,,1761,6.7,776840,680779,,29,5,0,3,0,3,Standard,Standard,2,1,5
ST,84.9,-2.33,5.6,,ball,11,R,B,,,1,2,0.77,0.56,-1.08,2.38,,,,0,4,Top,,,,,,2341,6.9,776840,680779,,29,4,0,3,0,3,Standard,Standard,2,1,5
FS,94.4,-2.32,5.6,,foul,7,R,S,,,1,1,-1.11,0.21,-0.68,1.67,,,,0,4,Top,,,3,70.2,-32,1597,6.8,776840,680779,,29,3,0,3,0,3,Standard,Standard,2,1,5
SI,96,-2.2,5.68,,foul_tip,13,R,S,,,1,0,-1.4,0.6,-0.91,1.41,,,,0,4,Top,,,,,,2314,6.8,776840,680779,,29,2,0,3,0,3,Standard,Standard,2,1,5
ST,84.6,-2.19,5.63,,ball,14,R,B,,,0,0,1.12,0.13,1.26,1.58,,,,0,4,Top,,,,,,2395,6.8,776840,680779,,29,1,0,3,0,3,Standard,Standard,2,1,5
FF,97.9,-2.83,5.55,strikeout,swinging_strike,11,L,S,2,,2,2,-1.37,0.87,-1.51,3.17,,670770,680574,2,3,Top,,,,,,2366,6.9,776840,680779,,23,5,0,3,0,3,Standard,Standard,2,1,5
CH,89.4,-2.85,5.58,,ball,13,L,B,,,1,2,-1.31,0.68,-0.72,1.36,,670770,680574,2,3,Top,,,,,,1911,6.8,776840,680779,,23,4,0,3,0,3,Standard,Standard,2,1,5
FF,98.5,-2.85,5.56,,ball,11,L,B,,,0,2,-1.39,0.84,-1.93,2.96,,670770,680574,2,3,Top,,,,,,2388,6.8,776840,680779,,23,3,0,3,0,3,Standard,Standard,2,1,5
CH,88.3,-2.71,5.6,,called_strike,8,L,S,,,0,1,-1.49,0.68,0.19,1.87,,670770,680574,2,3,Top,,,,,,1981,6.8,776840,680779,,23,2,0,3,0,3,Standard,Standard,2,1,5
CH,87.9,-2.72,5.66,,swinging_strike,13,L,S,,,0,0,-1.5,0.78,-1.1,2.4,,670770,680574,2,3,Top,,,,,,1979,6.9,776840,680779,,23,1,0,3,0,3,Standard,Standard,2,1,5
ST,86,-2.32,5.37,single,hit_into_play,9,R,X,5,ground_ball,1,2,1.01,0.57,0.64,1.68,,,670770,2,3,Top,112.8,181.07,2,84.7,-35,2348,7.1,776840,680779,2,22,4,0,3,0,3,Standard,Standard,2,1,5
SI,98.5,-2.22,5.54,,called_strike,8,R,S,,,1,1,-1.56,0.73,0.01,1.93,,,670770,2,3,Top,,,,,,2374,6.7,776840,680779,,22,3,0,3,0,3,Standard,Standard,2,1,5
FS,94.2,-2.16,5.5,,ball,13,R,B,,,0,1,-1.04,0.68,-0.07,0.99,,,670770,2,3,Top,,,,,,1754,7,776840,680779,,22,2,0,3,0,3,Standard,Standard,2,1,5
ST,84.8,-2.23,5.42,,called_strike,4,R,S,,,0,0,0.91,0.8,-0.53,2.23,,,670770,2,3,Top,,,,,,2298,6.9,776840,680779,,22,1,0,3,0,3,Standard,Standard,2,1,5
FS,94.1,-2.72,5.61,force_out,hit_into_play,13,L,X,4,ground_ball,1,0,-1.15,0.43,-1.08,1.8,,,663647,1,3,Top,136.61,144.59,16,66.5,-4,1642,6.8,776840,680779,2,21,2,0,3,0,3,Standard,Standard,2,1,5
CU,86.1,-2.69,5.62,,blocked_ball,14,L,B,,,0,0,0.33,0.01,1.1,0.8,,,663647,1,3,Top,,,,,,2572,6.9,776840,680779,,21,1,0,3,0,3,Standard,Standard,2,1,5
FF,98.8,-2.24,5.65,single,hit_into_play,5,R,X,7,ground_ball,1,0,-1.3,1.18,-0.06,2.7,,,,1,3,Top,90.8,127.73,77,104.1,2,2398,6.9,776840,680779,4,20,2,0,3,0,3,Standard,Standard,1,0,5
ST,86,-2.24,5.56,,ball,14,R,B,,,0,0,1.17,0.43,1.33,2.04,,,,1,3,Top,,,,,,2262,6.9,776840,680779,,20,1,0,3,0,3,Standard,Standard,1,0,5
ST,85,-2.37,5.53,field_out,hit_into_play,5,R,X,3,popup,1,1,1.09,0.46,0.16,2.64,,,,0,3,Top,152.55,160.81,119,47.7,37,2438,6.7,776840,680779,1,19,3,0,3,0,3,Standard,Standard,1,0,5
SI,97.4,-2.24,5.65,,called_strike,8,R,S,,,1,0,-1.49,0.41,-0.25,1.57,,,,0,3,Top,,,,,,2329,6.8,776840,680779,,19,2,0,3,0,3,Standard,Standard,1,0,5
ST,85.4,-2.39,5.6,,ball,9,R,B,,,0,0,0.83,0.26,0.74,1.8,,,,0,3,Top,,,,,,2388,6.9,776840,680779,,19,1,0,3,0,3,Standard,Standard,1,0,5
FF,99.1,-2.33,5.75,field_out,hit_into_play,11,R,X,2,popup,0,1,-1.32,1,-1.27,2.93,,,,2,2,Top,145.55,195.59,52,46.4,73,2286,6.7,776840,680779,1,15,2,0,3,0,3,Standard,Standard,1,0,5
FS,94,-2.38,5.77,,foul,13,R,S,,,0,0,-1.04,0.21,-0.86,2.23,,,,2,2,Top,,,7,99.5,-19,1624,6.8,776840,680779,,15,1,0,3,0,3,Standard,Standard,1,0,5
FF,99.2,-2.26,5.62,field_out,hit_into_play,6,R,X,8,fly_ball,0,2,-1.31,1.03,0.32,2.24,,,,1,2,Top,167.89,61.63,355,98.9,28,2376,6.8,776840,680779,6,14,3,0,3,0,3,Standard,Standard,1,0,5
SI,98,-2.24,5.62,,called_strike,6,R,S,,,0,1,-1.59,0.57,0.32,2.52,,,,1,2,Top,,,,,,2367,6.8,776840,680779,,14,2,0,3,0,3,Standard,Standard,1,0,5
SL,86.1,-2.27,5.56,,called_strike,6,R,S,,,0,0,0.23,0.92,0.38,2.2,,,,1,2,Top,,,,,,2372,6.9,776840,680779,,14,1,0,3,0,3,Standard,Standard,1,0,5
FF,99.7,-2.77,5.56,strikeout,called_strike,9,L,S,2,,3,2,-1.14,1.09,0.39,1.77,,,,0,2,Top,,,,,,2322,7,776840,680779,,13,7,0,3,0,3,Standard,Standard,1,0,5
FF,99,-2.91,5.65,,foul,11,L,S,,,3,2,-1.18,0.89,-0.96,2.75,,,,0,2,Top,,,265,81.6,40,2372,6.9,776840,680779,,13,6,0,3,0,3,Standard,Standard,1,0,5
CH,89.2,-2.99,5.65,,ball,11,L,B,,,2,2,-1.43,0.19,-2.06,2.72,,,,0,2,Top,,,,,,1790,6.9,776840,680779,,13,5,0,3,0,3,Standard,Standard,1,0,5
FF,98.5,-2.91,5.69,,ball,11,L,B,,,1,2,-1.29,0.94,-1.54,3.95,,,,0,2,Top,,,,,,2376,6.6,776840,680779,,13,4,0,3,0,3,Standard,Standard,1,0,5
FF,98.4,-2.86,5.67,,swinging_strike,2,L,S,,,1,1,-0.92,1.05,0.05,2.76,,,,0,2,Top,,,,,,2365,7,776840,680779,,13,3,0,3,0,3,Standard,Standard,1,0,5
FF,98,-2.88,5.73,,foul,5,L,S,,,1,0,-1.12,0.95,-0.15,2.19,,,,0,2,Top,,,278,90,25,2327,6.8,776840,680779,,13,2,0,3,0,3,Standard,Standard,1,0,5
FF,98.1,-2.94,5.74,,ball,13,L,B,,,0,0,-1.21,1.04,-1.42,2.35,,,,0,2,Top,,,,,,2363,6.8,776840,680779,,13,1,0,3,0,3,Standard,Standard,1,0,5
FF,99.8,-2.26,5.59,grounded_into_double_play,hit_into_play,9,R,X,4,ground_ball,3,2,-1.22,1.06,0.39,1.65,,680574,682829,1,1,Top,131.18,130.73,4,101,-22,2434,7,776840,680779,2,4,9,0,0,0,0,Standard,Standard,1,0,5
FF,100.2,-2.22,5.61,,foul,9,R,S,,,3,2,-1.24,1.12,0.68,1.63,,680574,682829,1,1,Top,,,172,81.3,14,2400,7,776840,680779,,4,8,0,0,0,0,Standard,Standard,1,0,5
CH,90.1,-2.46,5.65,,foul,13,R,S,,,3,2,-1.64,0.58,-1.02,2.16,,680574,682829,1,1,Top,,,,,,2054,6.5,776840,680779,,4,7,0,0,0,0,Standard,Standard,1,0,5
SI,98.1,-2.36,5.56,,foul,7,R,S,,,3,2,-1.52,0.46,-0.48,1.74,,680574,682829,1,1,Top,,,3,68.7,-33,2338,7,776840,680779,,4,6,0,0,0,0,Standard,Standard,1,0,5
SI,97.6,-2.35,5.56,,foul,13,R,S,,,3,1,-1.43,0.42,-1.29,2.29,,680574,682829,1,1,Top,,,4,86,-31,2279,6.7,776840,680779,,4,5,0,0,0,0,Standard,Standard,1,0,5
FF,98.5,-2.37,5.56,,called_strike,8,R,S,,,3,0,-1.01,1.03,-0.12,1.8,,680574,682829,1,1,Top,,,,,,2192,6.8,776840,680779,,4,4,0,0,0,0,Standard,Standard,1,0,5
FS,93.6,-2.33,5.6,,blocked_ball,14,R,B,,,2,0,-1.25,-0.1,0.49,0.53,,680574,682829,1,1,Top,,,,,,1624,6.7,776840,680779,,4,3,0,0,0,0,Standard,Standard,1,0,5
ST,84.2,-2.39,5.5,,ball,1,R,B,,,1,0,0.89,0.51,-0.49,3.27,,680574,682829,1,1,Top,,,,,,2309,6.9,776840,680779,,4,2,0,0,0,0,Standard,Standard,1,0,5
ST,85.2,-2.44,5.49,,ball,14,R,B,,,0,0,1.37,0.26,1.72,1.24,,680574,682829,1,1,Top,,,,,,2178,6.9,776840,680779,,4,1,0,0,0,0,Standard,Standard,1,0,5
ST,85.8,-2.87,5.53,single,hit_into_play,9,L,X,9,ground_ball,0,0,0.67,0.63,0.38,2.11,,,680574,1,1,Top,179.98,114.71,157,105.3,8,2330,6.9,776840,680779,4,3,1,0,0,0,0,Standard,Standard,1,0,5
FF,99.2,-2.2,5.64,single,hit_into_play,5,R,X,9,ground_ball,0,0,-1.07,1.14,0.19,2.34,,,,1,1,Top,161.89,119.06,10,101.6,-13,2302,6.9,776840,680779,2,2,1,0,0,0,0,Standard,Standard,1,0,5
CH,89.2,-3.03,5.56,strikeout,swinging_strike,7,L,S,2,,0,2,-1.35,0.42,-0.78,1.56,,,,0,1,Top,,,,,,1653,6.8,776840,680779,,1,3,0,0,0,0,Standard,Standard,1,0,5
FF,98,-2.83,5.7,,foul,2,L,S,,,0,1,-1.26,1.03,0.22,3.25,,,,0,1,Top,,,235,78,27,2312,6.9,776840,680779,,1,2,0,0,0,0,Standard,Standard,1,0,5
FF,98.9,-2.83,5.68,,called_strike,4,L,S,,,0,0,-1.12,1.14,-0.38,2.18,,,,0,1,Top,,,,,,2352,6.9,776840,680779,,1,1,0,0,0,0,Standard,Standard,1,0,5
FF,98.9,-2.17,5.61,double,hit_into_play,2,R,X,8,line_drive,3,2,-0.91,0.92,-0.27,2.96,,,,0,6,Bot,97.98,79.26,306,94.5,16,2489,7.2,776904,680779,4,48,9,3,4,3,4,Standard,Standard,3,2,6
SL,83.9,-2.3,5.54,,foul,4,R,S,,,3,2,0.48,0.32,-0.44,2.34,,,,0,6,Bot,,,,,,2344,7,776904,680779,,48,8,3,4,3,4,Standard,Standard,3,2,6
FF,99.1,-2.19,5.66,,foul,4,R,S,,,3,2,-0.94,0.88,-0.5,2.39,,,,0,6,Bot,,,4,91.7,-31,2318,7.1,776904,680779,,48,7,3,4,3,4,Standard,Standard,3,2,6
SL,85.8,-2.31,5.56,,foul,13,R,S,,,3,2,0.35,0.21,-0.05,1.08,,,,0,6,Bot,,,5,90.7,-14,2470,6.9,776904,680779,,48,6,3,4,3,4,Standard,Standard,3,2,6
ST,85.4,-2.31,5.56,,swinging_strike,9,R,S,,,3,1,0.67,0.4,0.52,2.11,,,,0,6,Bot,,,,,,2418,6.9,776904,680779,,48,5,3,4,3,4,Standard,Standard,3,2,6
FF,99.3,-2.09,5.55,,ball,14,R,B,,,2,1,-1.04,0.96,1.64,1.25,,,,0,6,Bot,,,,,,2455,7.2,776904,680779,,48,4,3,4,3,4,Standard,Standard,3,2,6
FF,99.1,-2.15,5.65,,called_strike,2,R,S,,,2,0,-1.08,0.76,0.02,2.88,,,,0,6,Bot,,,,,,2493,7.2,776904,680779,,48,3,3,4,3,4,Standard,Standard,3,2,6
FF,100.1,-2.14,5.59,,ball,14,R,B,,,1,0,-1.13,0.84,1.58,1.32,,,,0,6,Bot,,,,,,2484,7.1,776904,680779,,48,2,3,4,3,4,Standard,Standard,3,2,6
SI,99.2,-2.19,5.61,,ball,13,R,B,,,0,0,-1.21,0.51,-0.32,0.98,,,,0,6,Bot,,,,,,2428,6.8,776904,680779,,48,1,3,4,3,4,Standard,Standard,3,2,6
SI,98.7,-2.18,5.57,home_run,hit_into_play,8,R,X,,fly_ball,0,0,-1.07,0.47,-0.02,2.18,,666160,678662,0,6,Bot,188.92,52.55,394,104.9,24,2426,6.8,776904,680779,6,47,1,0,4,3,4,Standard,Standard,3,2,6
FF,99,-2.09,5.57,walk,ball,12,R,B,,,3,2,-1.03,0.9,1.08,2.36,,,666160,0,6,Bot,,,,,,2398,7.2,776904,680779,,46,7,0,4,0,4,Standard,Standard,3,2,6
FF,98.8,-2.2,5.6,,foul,12,R,S,,,3,2,-0.85,0.8,0.03,3.38,,,666160,0,6,Bot,,,250,79.7,48,2261,7.2,776904,680779,,46,6,0,4,0,4,Standard,Standard,3,2,6
